day_of_week,away_team,home_team,length_of_game_min,outcome,home_wins,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,G,PPG,SHOOTOUTS
2,27,6,149,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
2,27,21,153,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,3,141,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
6,27,18,139,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
2,27,13,141,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
4,27,23,137,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
6,27,0,138,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,14,167,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
6,27,31,151,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,11,138,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,7,154,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,29,158,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
2,27,1,139,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,25,153,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
2,27,19,148,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,18,135,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,10,149,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,17,148,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
3,27,4,147,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,28,145,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,24,150,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,15,149,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,8,152,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,10,147,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,30,150,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,8,155,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
6,27,3,166,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,16,158,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,15,150,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,2,154,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,21,144,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
0,27,26,151,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
1,27,12,169,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
3,27,9,151,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,20,155,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
3,27,26,167,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
5,27,12,149,0,1,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
6,27,30,167,1,0,4,28,82,54,21,7,115,1,312,252,3,1,1,0,4,3,63,231,27,42,234,82,13,4,9,8,2835,11,2511,1,7,564,105,4
4,14,0,157,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,13,146,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,28,148,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,24,149,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,7,153,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,22,166,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
2,14,1,143,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,29,146,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,24,146,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,12,152,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,26,171,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
2,14,17,152,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,11,141,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,23,141,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,13,145,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,29,151,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
0,14,9,148,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,2,160,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
0,14,7,171,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
4,14,6,137,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
4,14,19,150,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,18,145,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
2,14,6,135,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,31,143,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
2,14,31,143,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,11,143,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,20,140,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,27,145,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,4,160,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,21,152,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
4,14,3,149,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,10,172,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
4,14,8,161,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,5,155,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,30,148,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,16,163,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
4,14,25,155,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
3,14,9,151,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,14,25,163,0,1,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
1,14,15,146,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
6,14,16,169,1,0,5,29,82,53,22,7,113,1,305,249,5,4,1,0,4,3,53,258,21,63,264,76,2,5,11,11,2666,11,2577,1,3,554,116,9
5,25,7,152,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
0,25,1,147,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,29,146,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,13,161,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
3,25,23,143,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,0,149,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,31,154,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,5,142,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,9,150,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,10,144,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
4,25,6,145,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
3,25,26,147,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,12,163,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,9,153,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,31,144,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,14,162,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,22,153,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
4,25,24,151,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,28,139,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
0,25,4,140,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,20,147,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
3,25,15,158,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,27,145,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,21,144,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,6,141,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,19,145,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,18,150,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,17,145,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,16,152,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,8,149,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,30,138,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
2,25,28,142,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
4,25,11,154,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,4,152,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,2,151,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
3,25,3,142,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,16,150,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
3,25,23,135,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,25,1,143,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
6,25,0,146,1,0,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
1,25,7,150,0,1,9,29,82,49,22,11,109,1,309,239,2,3,1,0,4,3,65,241,27,35,220,84,9,5,8,8,2492,12,2591,1,4,548,100,5
5,4,11,156,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,10,137,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,30,151,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
0,4,19,143,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,17,153,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,22,143,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,15,147,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
4,4,27,149,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
6,4,20,147,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,21,161,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,3,136,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,18,144,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
6,4,2,148,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,13,144,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
4,4,0,158,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
6,4,29,151,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,23,140,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,24,154,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
6,4,6,141,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,12,149,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,26,155,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
4,4,5,150,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,11,152,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
2,4,8,148,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,25,147,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,9,143,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
2,4,1,143,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,28,155,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,14,149,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,7,153,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
6,4,7,147,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,28,142,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
0,4,13,150,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
2,4,0,141,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,23,147,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,4,24,144,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
0,4,6,143,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,16,163,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
1,4,16,170,1,0,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
3,4,14,145,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
4,4,31,141,0,1,6,29,82,50,21,11,111,1,291,206,2,2,1,0,4,3,54,236,23,42,250,83,7,3,9,9,2908,10,2374,1,11,497,96,4
5,5,16,155,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
3,5,15,149,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
5,5,8,142,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
2,5,6,143,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
5,5,12,151,0,1,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
1,5,26,157,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
1,5,29,154,1,0,3,28,82,54,20,8,116,1,277,200,1,2,1,0,3,2,51,232,22,33,276,88,4,3,9,8,2798,10,2310,1,6,477,84,3
