,away_team,away_goals,home_team,home_goals,length_of_game_min,outcome,home_wins,Rk,AvAge,GP,W,L,OL,PTS,PTS%,GF,GA,SOW,SOL,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,G,PPG,SHOOTOUTS,W%,GDIFF,SOW%,PPW%,day_code
16,22,2,9,3,145,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
17,22,4,0,1,146,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,1
18,22,2,13,6,144,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
19,22,2,23,1,140,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
20,22,5,29,3,147,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,0
21,22,5,8,2,149,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,4
22,22,4,2,2,152,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,1
23,22,2,20,0,138,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
24,22,4,17,2,136,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,6
25,22,1,27,4,150,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
26,22,3,8,2,149,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,6
27,22,5,26,1,157,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
28,22,2,5,3,160,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,4
29,22,1,16,4,143,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,1
30,22,3,25,2,163,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
31,22,4,1,1,139,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
32,22,3,3,4,155,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,2
33,22,1,19,5,140,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,4
34,22,4,14,3,161,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
35,22,2,7,3,157,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
36,22,0,19,3,144,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,3
37,22,4,18,5,160,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,1
38,22,1,2,2,146,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
39,22,7,10,2,146,1,0,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,5
40,22,1,21,4,157,0,1,12,29.7,82,46,25,11,103,0.628,269,222,3,7,0.49,-0.04,3.28,2.71,50,248,20.16,33,212,84.43,3,8,6.9,8.4,2849,9.4,2576,0.914,7,491,83,10,56.09756097560976,54.78615071283096,30.0,60.24096385542169,6
41,24,3,29,4,145,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
42,24,4,16,3,156,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
43,24,1,8,2,145,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
44,24,1,21,6,150,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
45,24,2,17,4,164,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
46,24,2,11,5,138,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
47,24,4,1,5,146,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
48,24,2,29,4,146,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
49,24,0,26,3,133,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,4
50,24,4,12,1,138,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
51,24,7,3,4,146,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
52,24,3,10,4,158,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,2
53,24,3,23,1,132,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
54,24,1,0,4,137,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,2
55,24,3,7,4,147,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
56,24,2,9,5,149,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,2
57,24,1,25,2,139,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
58,24,2,22,1,140,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
59,24,2,19,3,147,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,6
60,24,2,2,3,151,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
61,24,3,18,0,136,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,2
62,24,4,0,3,148,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,4
63,24,3,31,5,143,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
64,24,1,4,2,141,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
65,24,2,28,5,150,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
66,24,1,23,3,148,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,6
67,24,2,30,5,145,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
68,24,2,5,3,153,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,6
69,24,4,27,6,150,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
70,24,3,20,4,149,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
71,24,4,15,3,171,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
72,24,4,1,2,139,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
73,24,2,13,4,140,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
74,24,6,13,1,150,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,0
75,24,1,25,4,141,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,2
76,24,2,6,0,136,1,0,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,3
77,24,3,4,5,148,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
78,24,3,14,6,146,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,4
79,24,2,9,3,149,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,5
80,24,2,28,5,141,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,1
81,24,3,31,4,130,0,1,30,28.7,82,27,49,6,60,0.366,213,284,3,1,-0.8,0.04,2.6,3.46,32,220,14.55,56,223,74.89,8,7,8.5,8.0,2380,8.9,2367,0.88,3,497,88,4,32.926829268292686,42.857142857142854,75.0,36.36363636363637,6
82,31,1,0,4,149,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,2
83,31,3,23,4,145,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,5
84,31,5,14,6,171,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,1
85,31,4,0,3,144,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,1
86,31,3,13,2,136,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,3
87,31,1,23,2,142,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,5
88,31,1,11,2,162,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,3
89,31,2,28,3,142,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,4
90,31,0,8,3,147,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,2
91,31,1,14,7,141,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,4
92,31,4,4,2,144,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,5
93,31,3,24,0,145,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,3
94,31,3,28,4,162,0,1,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,4
95,31,5,29,4,151,1,0,19,28.2,82,39,32,11,89,0.543,250,253,2,4,-0.04,0.02,3.05,3.09,52,247,21.05,58,232,75.0,9,8,8.8,9.5,2645,9.5,2721,0.907,5,503,110,6,47.5609756097561,49.70178926441352,33.33333333333333,47.27272727272727,6
